domain,survivor_id,survivor_name,survivor_reason,loser_id,loser_name,loser_people
itt.com,28450,itt.com,has Company Research,65948,ITT Inc. Cannon and Koni Brands,1
itt.com,28450,itt.com,has Company Research,66747,ITT Inc.,1
jabil.com,67449,Jabil,most people (345),214,JB Poindexter & Co,40
jabil.com,67449,Jabil,most people (345),23658,Jabil,1
jabil.com,67449,Jabil,most people (345),50697,Jabil,2
jabil.com,67449,Jabil,most people (345),56294,JABIL,6
jabil.com,67449,Jabil,most people (345),66570,"Jabil, Inc.",1
jacobs.com,1967,Jacobs Solutions,most people (11),49713,KeyW Corporation,1
jamaicabearings.com,47251,Jamaica Bearings Group,has Company Research,68752,Jamaica Bearings Group,1
jamco-america.com,67184,Jamco America,most people (26),66114,Wamco Inc,1
jameshardie.com,67360,James Hardie,most people (5),13390,James Hardie Technology Ltd,1
jameshardie.com,67360,James Hardie,most people (5),18691,James Hardie,2
janicki.com,69103,Janicki Industries,has Company Research,66949,Janicki Industries,22
jbmppc.com,58608,Johnson Business Machines,most people (14),68851,Johnson Business Machines Inc.,1
jbpoindexter.com,68545,J.B. Poindexter & Co,most people (10),14339,J.B. Poindexter,1
jbpoindexter.com,68545,J.B. Poindexter & Co,most people (10),66276,J.B. Poindexter & Co,1
jcaero.com,30901,J C Aero Supply,most people (1),63412,J&C Aero,1
jemelectronics.com,7823,Jem Electronics Inc,has Company Research,15454,JEM America,1
jemelectronics.com,7823,Jem Electronics Inc,has Company Research,20514,"JEM Electronics, Inc.",1
jetblue.com,62234,JetBlue,most people (5),33421,JetBlue Airway,2
jetpartsengineering.com,52988,Jet Parts Engineering,has Company Research,13250,Jet Parts Engineering Inc,1
jetproducts.com,12076,Jetproducts,most people (5),67049,Senior Aerospace Jet Products,1
jfti.com,33424,"J.F. Taylor, Inc",has Company Research,56374,"J.F. Taylor, Inc",1
jimglo.com,7300,Jimglo,most people (1),66797,JIMGLO Trailers,1
jlab.org,66506,Jefferson Lab,most people (4),65322,Jefferson Lab,3
jlab.org,66506,Jefferson Lab,most people (4),67241,Jefferson Lab,2
jnj.com,11248,Johnson & Johnson,most people (381),25728,"Johnson & Johnson Services, Inc.;Johnson & Johnson Services, Inc.",1
jnj.com,11248,Johnson & Johnson,most people (381),65913,Johnson & Johnson,8
jnj.com,11248,Johnson & Johnson,most people (381),66603,Johnson & Johnson,8
jnj.com,11248,Johnson & Johnson,most people (381),68583,Johnson & Johnson,10
jnj.com,11248,Johnson & Johnson,most people (381),69205,Johnson & Johnson,2
jobyaviation.com,24777,Joby Aviation Inc,has Company Research,69245,Joby Aviation,17
johansing.com,14070,Johansing,most people (2),68777,Johansing,1
johnsonoutdoors.com,35048,Johnson Outdoors,most people (5),67401,Johnson Outdoors,1
jonathanengr.com,12213,Jonathan Engineered Solutions,most people (3),67151,Jonathan Engineered Solutions,2
josephsgourmetpasta.com,6226,Joseph's Pasta,most people (2),26162,Joseph's Gourmet Pasta,1
jsc-ga.com,67212,Jefferson Southern,most people (2),361,Jefferson Southern,1
jsfirm.com,16087,JSfirm.com,most people (1),67652,JSfirm.com,1
jtekt-na.com,397,JTEKT North America,most people (28),51729,JTEKT North America Corporation,2
jtekt-na.com,397,JTEKT North America,most people (28),67367,JTEKT NORTH AMERICA,10
kadant.com,34085,Kadant Black Clawson LLC,most people (2),63961,Kadant,1
kaiseraluminum.com,12189,Kaiser Aluminum,most people (84),62862,Kaiser Aluminum,2
kaman.com,9385,Kaman Corporation,most people (13),63162,Kaman Corporation,1
karlstorz.com,10126,KARL STORZ,most people (11),68780,KARL STORZ,1
karmaautomotive.com,12086,Karma Automotive,most people (33),66693,Karma Automotive,1
karman-sd.com,68902,Karman Space & Defense,has Company Research,23241,Karman Space & Defense,1
kavo.com,47293,KaVo Dental |  North America,most people (3),63058,KaVo Dental,1
kawasaki.com,67765,Kawasaki Motors Mfg.,most people (4),12282,"Kawasaki Motors Corp., U.S.A.",2
kdmachinery.com,68949,KD Machinery,most people (4),23079,KD Machinery,1
kenworth.com,6534,Kenworth Truck Co.,most people (16),19890,Kenworth Truck Co.,4
kenworth.com,6534,Kenworth Truck Co.,most people (16),67359,Kenworth,2
key.net,22739,Key Technology,most people (4),19570,Key Technology,1
keysight.com,10125,"KEYSIGHT TECHNOLOGIES, INC.",most people (51),63514,Keysight Technologies,1
kia.com,56125,Kia America,most people (3),63011,Kia India,1
kimray.com,3651,Kimray,most people (2),67473,"Kimray, Inc",2
kingsbury.com,14150,Kingsbury,most people (6),67215,Kingsbury,2
kistler.com,3015,Kistler,most people (2),17060,Kistler Group,1
kitchenbrains.com,67043,Kitchen Brains,most people (2),34110,Kitchen Brains,1
kla.com,65446,KLA,most people (3),68845,KLA,1
kloecknermetals.com,50707,Kloeckner Metals - Americas,most people (3),68524,Kloeckner Metals,1
knightarmco.com,20654,Knight's Armament Company,has Company Research,67807,Knight's Armament Company,1
kochfoods.com,769,"Koch Foods, Inc.",most people (4),51458,"Koch Foods, Inc.",1
kollmorgen.com,18773,Kollmorgen,most people (5),5387,Kollmorgen Electro-Optical,2
komarindustries.com,13331,Komar Industries,most people (4),66790,"Komar Industries, LLC",1
korry.com,22287,Korry Electronics,most people (23),68818,Korry Electronics Co.,2
korry.com,22287,Korry Electronics,most people (23),69149,Korry Electronics,1
krausglobal.com,26086,Kraus Global Ltd,most people (2),4636,Kraus Global,1
kuhn-usa.com,18938,Kuhn North America,most people (1),21820,Kuhn Equipment,1
l3harris.com,50809,Aerojet Rocketdyne,has Company Research,20224,L3Harris Technologies,4
l3harris.com,50809,Aerojet Rocketdyne,has Company Research,50019,L3Harris Technologies,1
l3harris.com,50809,Aerojet Rocketdyne,has Company Research,66000,L3Harris Technologies,5
l3harris.com,50809,Aerojet Rocketdyne,has Company Research,66465,L3Harris Technologies,3
l3harris.com,50809,Aerojet Rocketdyne,has Company Research,67340,L3Harris,474
lamresearch.com,69162,Lam Research,has Company Research,68755,Lam Research,4
lamscowest.com,13697,Lamsco West,most people (5),67613,"Lamsco West, Inc.",1
lanl.gov,9330,Los Alamos National Laboratory,has Company Research,66491,Los Alamos National laboratory,17
latecoere.aero,31010,Latécoère,has Company Research,63001,Latecoere Aerostructures Canada,2
laubhunt.com,6504,laubhunt.com,most people (1),19875,Laub Hunt,1
lbl.gov,11728,Berkeley Lab,most people (65),65915,Berkeley Lab Computing Sciences,41
lcpenner.com,19557,LC Penner,most people (1),26151,L C Penner Co;L.C Penner,1
lcrembeddedsystems.com,36472,LCR Embedded Systems,most people (8),67120,LCR Embedded Systems,1
leachcorp.com,33447,Leach International Corporation,most people (3),67289,Leach,2
legrand.us,10830,Legrand,most people (20),22901,"Legrand, North America",3
legrand.us,10830,Legrand,most people (20),23660,"Legrand, North America",1
legrand.us,10830,Legrand,most people (20),67390,"Legrand, North & Central America",7
leolabs.space,1621,LeoLabs,most people (1),66952,LeoLabs,1
leonardo.us,69138,Leonardo,has Company Research,29086,Leonardo Electronics US,5
leostella.com,13319,LeoStella,has Company Research,68775,LeoStella,1
leupold.com,21573,"Leupold + Stevens, Inc.",most people (3),8911,Leupold & Stevens,2
lexproducts.com,27680,Lex Products,has Company Research,68809,Lex Products,1
lg.com,56952,LG Electronics North America,most people (1),63567,LG Electronics,1
lgsinnovations.com,36475,LGS Innovations,has Company Research,68850,CACI International Inc,1
lifeport.com,29225,LifePort,has Company Research,69128,LifePort,2
lifting.com,21832,Bishop Lifting,most people (1),62869,Bishop Lifting,1
lifting.com,21832,Bishop Lifting,most people (1),68060,Bishop Lifting,1
lilacsolutions.com,63185,Lilac,most people (2),62696,Lilac,1
lindsey-usa.com,11914,Lindsey-Usa,most people (3),66731,Lindsey Systems,1
linquest.com,4092,LinQuest,most people (4),68735,"KBR, Inc.",1
lisi-aerospace.com,65481,Lisi Aerospace North America,most people (4),4053,LISI AEROSPACE,3
lisi-aerospace.com,65481,Lisi Aerospace North America,most people (4),67392,LISI AEROSPACE,3
lithionbattery.com,11481,Lithion Battery,most people (6),67220,Lithion Battery,1
littletikes.com,5597,Little Tikes,most people (1),67472,Little Tikes,1
llnl.gov,64962,Lawrence Livermore National Laboratory,has Company Research,19421,Lawrence Livermore National Laboratory,5
llnl.gov,64962,Lawrence Livermore National Laboratory,has Company Research,66620,Lawrence Livermore National Laboratory,7
lmtdefense.com,21213,LMT Defense,most people (4),69318,LMT Defense,3
lonewolfdist.com,18825,Lone Wolf,most people (2),69333,Lone Wolf,0
lotuscars.com,373,Lotus Cars USA Inc,most people (1),63002,Group Lotus,1
lsijax.com,49714,"Logistic Services International, Inc.",has Company Research,36476,"Logistic Services International, Inc.",1
ltprecision.com,14709,L&T Precision LLC,most people (1),21407,L&T Precision LLC,1
lucidmotors.com,2285,Lucid Motors,most people (17),65978,Lucid Motors,1
lunarenergy.com,63390,Lunar Energy,has Company Research,68052,Lunar Energy Inc.,4
lwrci.com,69348,LWRC International,most people (3),21197,"LWRC International, LLC",2
lycoming.com,67276,Lycoming Engines,most people (5),1606,Lycoming Engines,3
lynk.world,68501,Lynk Global,has Company Research,63029,Lynk,1
machinalabs.ai,15399,Machina Labs,has Company Research,1194,Machina Labs Inc,2
machinetools.com,17295,MachineTools.com,most people (1),18396,MachineTools.com,1
machspec.com,53012,"Machine Specialties, Inc.",has Company Research,36483,"Machine Specialties, Inc.",1
mackdefense.com,33462,"Mack Defense, LLC",has Company Research,52890,Mack Defense,2
mackdefense.com,33462,"Mack Defense, LLC",has Company Research,67060,Mack Defense,1
madaero.com,13484,Millennium Aerospace & Defense,most people (1),69286,Millenium Aerospace & Defense,1
magnix.aero,13195,magniX,most people (10),67064,magniX,1
magnumsystems.com,6410,Magnum Systems,most people (1),67609,"Magnum Systems, Inc.",1
magpul.com,21202,Magpul Industries Corp.,most people (5),8532,Magpul,1
mahle.com,67382,MAHLE,most people (38),69253,MAHLE,25
mainspringenergy.com,13921,Mainspring Energy,has Company Research,69051,Mainspring,31
malvernpanalytical.com,1642,Malvern Panalytical,has Company Research,63190,Malvern Panalytical,1
mammoth777.com,29096,Mammoth Freighters,most people (3),67037,Mammoth Freighters,1
manufacturednc.com,35953,Worldwide Protective Products LLC,most people (1),68149,Railroad Friction Products Corp,1
marathonpetroleum.com,69145,Marathon Petroleum Corp,most people (24),47369,Marathon Petroleum Corp,7
marmon-ad.com,36487,Marmon Aerospace & Defense®,has Company Research,67029,Marmon Aerospace & Defense,2
martinrea.com,65035,Martinrea International,most people (24),67426,Martinrea International,1
marvin.com,43965,Marvin Windows and Doors,most people (9),67788,Marvin,9
masimo.com,8144,Masimo,most people (29),68812,Masimo,2
masoncontrols.com,14059,Mason Controls,most people (18),28382,masoncontrols.com,2
masten.aero,12056,Masten Space Systems,has Company Research,68767,Masten Space Systems,1
maxxis.com,15788,Maxxis International,most people (1),58393,Maxxis International,1
mayfran.com,32639,Mayfran International,most people (2),33782,Mayfran International,1
mcdermott.com,4655,McDermott International,most people (26),26090,McDermott International Inc.,4
mcico.com,34739,Mid-Continent Instruments and Avionics,most people (6),67132,Mid-Continent Instrument,1
mctcable.com,17954,Motion Control Technologies,most people (1),67721,"Motion Control Technologies, Inc.",1
mda.space,69284,MDA Space,has Company Research,4721,MDA,2
mda.space,69284,MDA Space,has Company Research,59941,MDA Space,37
mdcprecision.com,68968,"MDC VACUUM PRODUCTS, LLC",most people (16),32198,MDC Precision Products,6
mdhelicopters.com,9403,"MD Helicopters, Inc.",has Company Research,69111,"MD Helicopters, Inc.",1
medtronic.com,57957,MEDTRONIC,has Company Research,23622,Medtronic,1
meppi.com,15756,"Mitsubishi Electric Power Products, Inc.",most people (6),2683,Mitsubishi Electric US Holdings,4
meritor.com,8159,"Meritor, Inc.",most people (3),51749,Meritor,1
merla.com,3550,Merla,most people (2),67701,Merla LLC,1
mermarinc.com,13533,Mer-Mar Electronics,most people (6),66610,Mer-Mar Electronics,1
mermarinc.com,13533,Mer-Mar Electronics,most people (6),67632,Mer-Mar Electronics,1
merriam-webster.com,17021,Associate Northwest Valves & Control,most people (1),24048,Merriam-Webster Inc.,1
metalsupermarkets.com,23504,Metal Supermarkets,most people (3),13470,Metal Supermarkets,2
methodflowproducts.com,69178,Method Flow Products,most people (2),30536,Method Flow Products,1
metroaviation.com,36494,"Metro Aviation, Inc.",most people (2),62626,Metro Aviation,1
mfcp.com,67236,Motion & Flow Control Products,most people (8),4273,Motion & Flow Control Products,5
mfg.com,15863,First Corp International,most people (1),20301,MFG,1
mfg.com,15863,First Corp International,most people (1),23012,MFG,1
mfg.com,15863,First Corp International,most people (1),67477,MFG,1
mhirj.com,62879,MHI RJ Aviation Group,most people (5),35056,Mhi Rj Aviation Inc,3
mi-telemetry.com,38955,Microwave Innovations,most people (5),67030,Microwave Innovations,1
miamivalleysteel.com,30627,Miami Valley Steel,most people (1),63949,Miami Valley Steel Service,1
michelli.com,5775,Michelli Weighing & Measurement,most people (5),67525,Michelli Weighing & Measurement,1
microchip.com,32327,Microchip Technology,most people (15),68815,Microchip Technology Inc.,1
microgrow.com,6009,Micro Grow Greenhouse Systems,most people (1),19367,MicroGrow Systems,1
micromeritics.com,1862,Micromeritics Instruments,most people (6),51189,Micromeritics Instruments Corporation,1
midmark.com,65340,Midmark,most people (23),68786,Midmark Corporation,1
midmark.com,65340,Midmark,most people (23),68798,Midmark Corporation,1
mii.com,6268,MiTek Inc,most people (1),19605,MiTek,1
milbankworks.com,29863,Milbank | Energy at Work,most people (1),68322,Milbank | Energy at Work,1
milinc.com,61025,"Magnetic Inspection Laboratory, Inc.",has Company Research,36482,"Magnetic Inspection Laboratory, Inc.",2
millennium-space.com,11937,Millennium Space Systems (Part of Boeing),most people (37),69366,Millennium Space Systems,21
millerem.com,9167,Miller Engineering & Manufacturing,most people (1),21755,Miller Engineering & Manufacturing,1
millerind.com,6798,Miller Industries,most people (1),68257,"Miller Industries Towing Equipment, Inc",1
minco.com,4748,Minco Products,most people (3),26068,Minco Products Inc,1
mirion.com,19165,Mirion Technologies,most people (5),5828,Mirion,2
mirion.com,19165,Mirion Technologies,most people (5),67406,Mirion,1
missioncriticalcomposites.com,1477,Mission Critical Composites,most people (3),68862,Mission Critical Composites,1
mit.edu,50933,Massachusetts Institute of Technology,most people (5),62974,Massachusetts Institute of Technology,3
mitre.org,45944,The MITRE Corp.,most people (6),67384,MITRE,5
mizuhosi.com,14253,Mizuho OSI,most people (9),67157,Mizuho OSI,4
mks.com,22175,Ferguson,most people (44),68849,MKS Inc.,1
mmgmfg.com,7899,Weasler Engineering /,most people (9),62855,Momentum Manufacturing Group,1
modec.com,47359,MODEC Inc,most people (3),51382,MODEC,1
mondelezinternational.com,890,MondelÄ“z International,most people (3),63598,Mondelēz International,1
moog.com,1402,Moog,has Company Research,1304,Moog,7
moog.com,1402,Moog,has Company Research,49718,Moog Aircraft,125
morganbronze.com,5198,Morgan Bronze Products,most people (1),18047,Wieland Morgan Bronze,1
moseys.com,13655,"MOSEYS PRODUCTION MACHINISTS, INC.",most people (4),61037,"Moseys' Production Machinists, Inc.",1
moseys.com,13655,"MOSEYS PRODUCTION MACHINISTS, INC.",most people (4),66085,"MOSEYS PRODUCTION MACHINISTS, INC.",1
motion.com,67235,Motion Industries,most people (25),11238,"Motion Industries, Inc",19
motion.com,67235,Motion Industries,most people (25),68068,"Motion Industries, Inc.",1
motivo.com,2989,Motivo,most people (1),68576,Motivo,1
mplx.com,18321,MPLX GP LLC,most people (1),47386,Mplx LP,1
mrt-castings.co.uk,3564,Electro Mechanical Assembly,most people (4),20966,TOOLMAKERS,1
msasafety.com,19113,MSA - The Safety Company,most people (5),5836,MSA North America,4
mts.com,26154,MTS Systems Corporation,most people (2),66239,MTS Systems Corporation,1
mtsi-va.com,50846,"Modern Technology Solutions, Inc. (MTSI)",most people (5),11320,MTSI,3
multicopterwarehouse.com,2534,Multicopter Warehouse,most people (1),66059,Multicopter Warehouse LLC,1
munciepower.com,15789,Muncie Power Products,most people (1),68205,"Muncie Power Products, Inc",1
muonspace.com,67146,Muon Space,has Company Research,60985,Muon Space,1
myerspower.com,65924,Myers Power Products.,most people (6),67240,Myers Power Products.,1
mytrexinc.com,23744,The Mytrex,most people (4),53228,The Mytrex Inc,1
nabors.com,31419,Nabors Industries,most people (8),51358,Nabors Industries,1
nasa.gov,24673,"NASA, Ames Research Center",has Company Research,27834,nasa.gov,20
nasa.gov,24673,"NASA, Ames Research Center",has Company Research,66469,NASA - National Aeronautics and Space Administration,6
nationalprecision.com,22166,National Precision Bearing,has Company Research,9735,National Precision Bearing,4
navajoinc.com,34462,Navajo Incorporated,most people (1),66172,Navajo Incorporated,1
navy.mil,50930,US Navy,most people (3),50830,US Navy,1
navy.mil,50930,US Navy,most people (3),50833,US Navy,1
navy.mil,50930,US Navy,most people (3),50913,US Navy,2
navy.mil,50930,US Navy,most people (3),50929,Portsmouth Naval Shipyard,1
navy.mil,50930,US Navy,most people (3),50936,Norfolk Naval Shipyard,1
navy.mil,50930,US Navy,most people (3),51275,US Navy,3
navy.mil,50930,US Navy,most people (3),51287,US Navy,1
navy.mil,50930,US Navy,most people (3),51298,US Navy,1
navy.mil,50930,US Navy,most people (3),51802,US Navy,1
navy.mil,50930,US Navy,most people (3),66424,US Navy,1
nddefense.com,33489,ND Defense,has Company Research,67046,ND Defense,2
neecoindustries.com,2937,neecoindustries,most people (2),66525,"Neeco Industries, Inc.",1
nelhydrogen.com,31526,Nel,most people (1),62832,Nel Hydrogen,1
nelson-miller.com,12248,Nelson-Miller,most people (1),23653,Nelson-Miller Corp.,1
nelsongp.com,31464,Nelson Global,most people (9),67423,Nelson Global,1
nelsonjameson.com,6147,"Nelson-Jameson, Inc.",most people (7),19508,"Nelson-Jameson, Inc",1
neros.tech,43665,Neros Technologies,has Company Research,67065,Neros,1
netl.doe.gov,8180,U.S. Department of Energy,has Company Research,65625,National Energy Technology Laboratory,4
nexa3d.com,20645,Nexa 3D,most people (4),66535,Nexa3D,1
nextg3ngreenhouse.com,12212,Next G3N Greenhouse,most people (1),67728,Next G3N Greenhouse,1
nhbb.com,51801,"New Hampshire Ball Bearings,  (NHBB)",most people (5),7954,"New Hampshire Ball Bearings, Inc.",2
nhbb.com,51801,"New Hampshire Ball Bearings,  (NHBB)",most people (5),49720,New Hampshire Ball Bearings,2
nidekmedical.com,66846,Nidek Medical Products,most people (3),65342,Nidek Medical Products,2
nikon.com,62920,Nikon,most people (1),65622,Nikon,1
nimble.ai,30976,Nimble Robotics,most people (2),67785,Nimble Robotics Inc.,1
nisene.com,5901,Nisene Technology Group,most people (1),26141,"Nisene Technology Group, Inc.",1
nkkswitches.com,7697,NKK Switches,most people (1),68749,NKK Switches,1
nmgaerospace.com,1514,NMG Aerospace,most people (12),67187,NMG Aerospace,7
noble.com,32984,NOBLE,has Company Research,67086,Noble,12
nokomisinc.com,17174,"Nokomis, Inc.",has Company Research,67599,"Nokomis, Inc.",1
noratel.com,13771,Noratel,most people (5),66740,Noratel,1
nordam.com,1254,NORDAM,has Company Research,68833,NORDAM,1
norgren.com,23255,IMI Industrial Automation,most people (5),11301,Norgren Limited,4
norgren.com,23255,IMI Industrial Automation,most people (5),67399,IMI Industrial Automation,1
norgren.com,23255,IMI Industrial Automation,most people (5),67760,IMI Precision - Norgren Acro Associated LLC,1
novakinetics.com,1761,Novakinetics Aerosystems,has Company Research,15840,"Novakinetics Aerosystems, Inc.",1
nrg.com,69281,NRG,most people (26),10241,"NRG Energy, Inc.",22
nsaero.com,13383,Northstar Aerospace,most people (5),67257,Northstar Aerospace,2
nsm-seating.com,31768,National Seating & Mobility Inc,has Company Research,68768,National Seating & Mobility Inc,1
nuovopasta.com,6418,Nuovo Pasta Productions Ltd.,most people (1),19773,Nuovo Pasta Productions Ltd.,1
nuro.ai,13675,Nuro Inc,most people (5),67280,Nuro,5
nuscalepower.com,10362,NuScale Power Corporation,has Company Research,66951,NuScale Power,14
nvidia.com,50686,NVIDIA,most people (8),58382,NVIDIA,1
nwmw.com,11286,Northwest Machine Works,most people (2),66754,"Northwest Machine Works, Inc.",1
nxp.com,50775,NXP acquires Freescale Semiconductor,most people (2),63593,NXP Semiconductors Austria,1
nxp.com,50775,NXP acquires Freescale Semiconductor,most people (2),66267,semiconductor and iot,1
ocutrxtech.com,17274,Ocutrx Vision Technologies,most people (2),51658,Ocutrx Vision Technologies LLC,1
oeco.com,1407,OECO,most people (14),68923,OECO,9
oemoffhighway.com,19895,OEM Off-Highway,most people (1),33986,"Instrument Sales and Service, Inc.",1
ofalloncasting.com,10274,OFallonCasting,most people (2),65568,O'Fallon Casting,1
ofd.com,10653,Oregon Freeze Dry,most people (2),22690,OFD Foods,1
ogsystems.com,36526,OGSystems,has Company Research,68843,Parsons Corporation,1
ohmium.com,31527,Ohmium International,most people (1),62762,Ohmium,1
omni.com,3479,Omni Metalcraft,most people (1),67592,Omni Metalcraft,1
omwcorp.com,29966,OMW,most people (2),28683,omwcorp.com,1
onamac.com,68657,"Onamac Industries, Inc.",most people (4),27282,Onamac Industries,3
one.ai,8882,One,has Company Research,69140,Our Next Energy (ONE),3
onecpm.com,34642,CPM,most people (3),19457,CPM,1
onsemi.com,36815,ON Semiconductor,most people (180),66840,Onsemi,8
onsemi.com,36815,ON Semiconductor,most people (180),68580,ON Semiconductor,2
onxlti.com,19250,On-X Life Technologies,most people (1),26169,On-X Life Technologies;Artivion,1
orbitfab.com,64003,Orbit Fab,most people (1),67023,Orbit Fab,1
orchid-ortho.com,1348,Orchid,most people (2),50752,Orchid Orthopedic Solutions,1
oregon.gov,22683,State of Oregon,most people (2),66403,Oregon Department of Transportation,1
oregonfruit.com,658,The Oregon Fruit Company,most people (1),66190,The Oregon Fruit Company,1
orionworks.org,20813,Orion Industries,most people (1),66306,orion-aerospace.com,1
orionworks.org,20813,Orion Industries,most people (1),66762,Orion Industries,1
ormat.com,11297,Ormat Technologies,most people (22),20483,"Ormat Technologies, Inc.",4
ormat.com,11297,Ormat Technologies,most people (22),68958,ORMAT TECHNOLOGIES INC,11
ornl.gov,66502,Oak Ridge National Laboratory,most people (14),36775,Oak Ridge National Laboratory,10
osi-systems.com,11987,OSI Systems,most people (6),67388,"OSI Systems, Inc.",3
osielectronics.com,11897,Osielectronics,most people (7),67154,OSI Electronics,5
otsuka-us.com,50723,Otsuka Pharmaceutical Companies (U.S.),most people (1),63176,Otsuka Pharmaceutical Companies (U.S.),1
ottoexcellence.com,1657,OTTO Engineering Inc,has Company Research,15725,"OTTO Engineering, Inc.",2
outsetmedical.com,14090,Outset Medical Inc,most people (13),51592,"Outset Medical, Inc.",3
outsetmedical.com,14090,Outset Medical Inc,most people (13),68579,Outset Medical Inc,1
ovintiv.com,4967,Ovintiv,most people (8),66627,Ovintiv,1
owletcare.com,12441,Owlet Inc,most people (1),51205,Owlet Baby Care,1
oxbo.com,3527,OXBO,most people (1),18705,Oxbo International Corporation,1
p1tec.com,67087,P1 Technologies,most people (2),5616,P1,1
pacb.com,69280,PacBio,most people (13),4713,Pacific Biosciences of California,7
paceind.com,14141,Pace Industries,most people (2),68586,Pace Industries,1
pacificshipyards.com,47421,Pacific Shipyards International LLC,most people (3),64030,Pacific Shipyards International,1
pacificswissmfg.com,11257,Pacific Swiss & Manufacturing,most people (2),23222,Pacific Swiss & Manufacturing Inc.,1
pacifictool.com,10964,Pacific Tool,most people (3),66823,Pacific Tool Inc.,1
pacsky.com,12037,"Pacific Sky Supply,",most people (5),66806,"Pacific Sky Supply, Inc.",1
painlessperformance.com,71,Painless Performance Products,most people (1),66598,Painless Performance Products,1
palfinger.com,34664,PALFINGER North America,most people (2),62943,PALFINGER AG,1
palomar.com,11534,Palomar Products,has Company Research,69161,Palomar Products,5
palomardisplays.com,11951,Palomar Display Products Inc,has Company Research,66728,Palomar Display Products Inc,1
palomardisplays.com,11951,Palomar Display Products Inc,has Company Research,67073,Palomar Display Products,1
panavise.com,23635,"PanaVise Products, Inc.",most people (3),12239,PanaVise Products,1
paragones.com,46931,Paragon Energy Solutions,most people (11),67074,Paragon Energy Solutions,7
paragonsdc.com,67147,Paragon Space Development,most people (8),144,Paragon Space Development Corporation,6
parkaerospace.com,67137,Park Aerospace,most people (2),31077,Park Aerospace,1
parker.com,68697,Parker Hannifin,has Company Research,62660,Parker Hannifin,2
parkland.ca,4444,Parkland,most people (2),17869,Parkland Corporation,1
patternenergy.com,62669,Pattern Energy,most people (7),67262,Pattern Energy,6
pccairframe.com,23591,PCC Air Frame,most people (12),67747,Pccairframe,1
pccstructurals.com,68683,"PCC Structurals, Inc.",has Company Research,66954,PCC Structurals,21
pcxaero.com,130,PCX Aerosystems,most people (13),28309,pcxaero.com,2
pegasussolar.com,11711,PEGASUS SOLAR,most people (1),67840,Pegasus,1
pelco.com,36014,Pelco,most people (2),67481,Pelco,1
pennair.com,5770,PennAir,most people (2),19160,Penn-Air & Hydraulics,2
peopletec.com,33515,"PeopleTec, Inc.",has Company Research,53074,"PeopleTec, Inc.",1
peteandgerrys.com,26593,Pete and Gerry's Organics,most people (1),64223,"Pete & Gerry's Organics, LLC",1
peterbilt.com,67418,Peterbilt Motors Company,most people (11),6713,Peterbilt,2
petrofac.com,69168,Petrofac Ltd,most people (9),47337,Petrofac Ltd,3
petrofac.com,69168,Petrofac Ltd,most people (9),67374,Petrofac,2
pfizer.com,22491,Pfizer,most people (1),50712,Pfizer,1
pge.com,10255,PG&E Corporation,most people (27),66407,PG&E,26
phasefour.io,8176,Phase Four,has Company Research,68549,Phase Four,2
philagear.com,13909,Philadelphia Gear,has Company Research,68625,"Philadelphia Gear, Power Systems by Timken",16
philips.com,1630,Philips,has Company Research,66856,Philips,583
phx-defense.com,49702,Phoenix Defense,has Company Research,35055,Phoenix Defense LLC,2
piab.com,32225,PIAB USA Inc.,most people (2),63677,Piab - A brand by Piab Group,1
piasecki.com,34740,Piasecki Aircraft Corporation,has Company Research,51556,Piasecki Aircraft Corporation,1
pilatus-aircraft.com,52943,Pilatus Business Aircraft,has Company Research,36547,Pilatus Business Aircraft Ltd,1
ping.com,20325,PING,most people (1),62718,PING,1
planesense.com,36548,"PlaneSense, Inc.",most people (1),64187,"PlaneSense, Inc.",1
planet.com,7342,Planet Labs,has Company Research,66991,Planet,1
plenoinc.com,4711,Pleno,most people (3),51670,Pleno Inc,1
plus.ai,14036,"PlusAI, Inc.",most people (2),66753,"PlusAI, Inc.",1
pmeasuring.com,1720,Particle Measuring Systems,most people (3),67466,Particle Measuring Systems,1
pneudraulics.com,12035,PneuDraulics,most people (5),67196,Pneudraulics,2
pneudraulics.com,12035,PneuDraulics,most people (5),69152,Pneudraulics,1
pnnl.gov,65627,Pacific Northwest National Laboratory,has Company Research,66086,Pacific Northwest National Laboratory,1
pof-usa.com,26762,Patriot Ordnance Factory,most people (1),69332,Patriot Ordnance Factory,0
pompanoprecision.com,5642,Pompano Precision Products,most people (1),66629,Pompano Precision Products,1
powermotivecorp.com,6331,Power Motive,most people (5),67075,Power Motive Corp,1
powill.com,15936,Powill Manufacturing & Engineering,most people (3),11080,Powill Manufacturing & Engineering,1
ppg.com,1656,"PPG Industries, Inc.",most people (18),15757,PPG,8
ppmtech.com,6455,PPM,most people (2),19816,PPM Technologies,1
pppl.gov,65324,Princeton Plasma Physics Laboratory (PPPL),most people (10),67161,Princeton Plasma Physics Laboratory,3
ppsvcs.com,26662,Power Plant Services,most people (1),66106,Power Plant Services,1
prattandwhitney.com,17312,Pratt and Whitney Measurement Systems,has Company Research,3959,Pratt & Whitney Measurement Systems,1
precgroup.com,47801,Precision Companies,most people (3),17366,Precision Companies,2
precinmac.com,68357,Precinmac,most people (6),15948,Precinmac,1
precisecast.com,21459,Precise Cast,most people (1),23417,Precise Cast,1
precisionadm.com,7492,Precision ADM,most people (3),26119,Precision ADM,1
